WKT,Name,Latitude,Longitude
"POINT (106.76954 10.884468)",Point 315,10.884468,106.76954
"POINT (106.7698898315 10.8744125366)",Point 316,10.8744125366,106.7698898315
"POINT (106.7811355591 10.8823308945)",Point 317,10.8823308945,106.7811355591
"POINT (106.77416 10.875756)",Point 318,10.875756,106.77416
"POINT (106.77617 10.874393)",Point 319,10.874393,106.77617
"POINT (106.766525 10.87425)",Point 320,10.87425,106.766525
"POINT (106.77416 10.88656)",Point 321,10.88656,106.77416
"POINT (106.771614 10.877388)",Point 322,10.877388,106.771614
"POINT (106.774635 10.877703)",Point 323,10.877703,106.774635
"POINT (106.770386 10.881392)",Point 324,10.881392,106.770386
"POINT (106.77287 10.876427)",Point 325,10.876427,106.77287
"POINT (106.76892 10.8883095)",Point 326,10.8883095,106.76892
"POINT (106.7683868408 10.8813209534)",Point 327,10.8813209534,106.7683868408
"POINT (106.76659 10.875554)",Point 328,10.875554,106.76659
"POINT (106.76539 10.879948)",Point 329,10.879948,106.76539
"POINT (106.771034 10.885946)",Point 330,10.885946,106.771034
"POINT (106.7695846558 10.8820819855)",Point 331,10.8820819855,106.7695846558
"POINT (106.778656 10.870913)",Point 332,10.870913,106.778656
"POINT (106.76768 10.883292)",Point 333,10.883292,106.76768
"POINT (106.7641372681 10.88032341)",Point 334,10.88032341,106.7641372681
"POINT (106.77634 10.878277)",Point 335,10.878277,106.77634
"POINT (106.762566 10.878895)",Point 336,10.878895,106.762566
"POINT (106.769196 10.889663)",Point 337,10.889663,106.769196
"POINT (106.77157 10.877967)",Point 338,10.877967,106.77157
"POINT (106.77465 10.870464)",Point 339,10.870464,106.77465
"POINT (106.780815 10.884323)",Point 340,10.884323,106.780815
"POINT (106.76315 10.878202)",Point 341,10.878202,106.76315
"POINT (106.76946 10.886508)",Point 342,10.886508,106.76946
"POINT (106.77509 10.880333)",Point 343,10.880333,106.77509
"POINT (106.7624053955 10.8776922226)",Point 344,10.8776922226,106.7624053955
"POINT (106.77327 10.876323)",Point 345,10.876323,106.77327
"POINT (106.773476 10.88029)",Point 346,10.88029,106.773476
"POINT (106.7658920288 10.8744163513)",Point 347,10.8744163513,106.7658920288
"POINT (106.76781 10.88302)",Point 348,10.88302,106.76781
"POINT (106.76309 10.875715)",Point 349,10.875715,106.76309
"POINT (106.768196106 10.8821210861)",Point 350,10.8821210861,106.768196106
"POINT (106.776855 10.87291)",Point 351,10.87291,106.776855
"POINT (106.77 10.87307)",Point 352,10.87307,106.77
"POINT (106.7709197998 10.8846883774)",Point 353,10.8846883774,106.7709197998
"POINT (106.778175 10.876391)",Point 354,10.876391,106.778175
"POINT (106.76724 10.882705)",Point 355,10.882705,106.76724
"POINT (106.763824 10.877036)",Point 356,10.877036,106.763824
"POINT (106.7650680542 10.8750982285)",Point 357,10.8750982285,106.7650680542
"POINT (106.76652 10.874238)",Point 358,10.874238,106.76652
"POINT (106.7694 10.886371)",Point 359,10.886371,106.7694
"POINT (106.7741928101 10.8780059814)",Point 360,10.8780059814,106.7741928101
"POINT (106.76839 10.888912)",Point 361,10.888912,106.76839
"POINT (106.76467 10.875216)",Point 362,10.875216,106.76467
"POINT (106.7677 10.889017)",Point 363,10.889017,106.7677
"POINT (106.763824 10.877036)",Point 364,10.877036,106.763824
"POINT (106.7675 10.88224)",Point 365,10.88224,106.7675
"POINT (106.76817 10.878142)",Point 366,10.878142,106.76817
"POINT (106.780785 10.881538)",Point 367,10.881538,106.780785
"POINT (106.767944 10.874031)",Point 368,10.874031,106.767944
"POINT (106.7684707642 10.8811855316)",Point 369,10.8811855316,106.7684707642
"POINT (106.7733 10.885651)",Point 370,10.885651,106.7733
"POINT (106.76645 10.876284)",Point 371,10.876284,106.76645
"POINT (106.773476 10.88029)",Point 372,10.88029,106.773476
"POINT (106.7675 10.87535)",Point 373,10.87535,106.7675
"POINT (106.765526 10.875772)",Point 374,10.875772,106.765526
"POINT (106.76672 10.878126)",Point 375,10.878126,106.76672
"POINT (106.76731 10.873979)",Point 376,10.873979,106.76731
"POINT (106.77476 10.875796)",Point 377,10.875796,106.77476
