original_index,link_name,link_type,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon,from_station_name,to_station_name,gis_route_distance_m,average_travel_time_s,average_speed_kmh,assigned_grid_area_km2,assigned_grid_area_m2,Popij,Sij_m,forward_source_link_name
189,58_61,Forward,58,61,10.87373,106.7777662,10.8723503,106.7798379,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",65/16 National Highway 1A - Linh Xuan Ward,424,82,18.61463415,0.00441,4410,24.63992251,6.714697209,
190,59_58,U-turn,59,58,10.8739947,106.7776395,10.87373,106.7777662,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward","University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",16,2,28.8,0,0,0,0,
191,59_66,Forward,59,66,10.8739947,106.7776395,10.871398,106.77133,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,955,163,21.09202454,0.07749,77490,614.3014569,43.53573119,
192,59_60,Forward,59,60,10.8739947,106.7776395,10.8726381,106.7793856,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward","University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",398,78,18.36923077,0.00126,1260,9.640974666,2.999202185,
193,59_61,Forward,59,61,10.8739947,106.7776395,10.8723503,106.7798379,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",65/16 National Highway 1A - Linh Xuan Ward,408,80,18.36,0.0063,6300,37.17165692,14.80301255,
194,59_69,Forward,59,69,10.8739947,106.7776395,10.877382,106.766628,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,1868,324.1023664,20.749,0.1575,157500,2155.535095,46.37912242,
195,60_58,Backward,60,58,10.8726381,106.7793856,10.87373,106.7777662,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward","University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",414,85,17.53411765,0.00126,1260,9.640974666,2.999202185,59_60
196,60_66,Forward,60,66,10.8726381,106.7793856,10.871398,106.77133,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,1205,211.8577847,20.476,0.06111,61110,334.7210859,23.67039738,
197,60_59,Backward,60,59,10.8726381,106.7793856,10.8739947,106.7776395,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward","University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",398,83,17.2626506,0.00126,1260,9.640974666,2.999202185,59_60
198,60_63,Forward,60,63,10.8726381,106.7793856,10.8756225,106.7780348,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,359,68,19.00588235,0.01197,11970,82.13685331,13.61088009,
199,61_60,U-turn,61,60,10.8723503,106.7798379,10.8726381,106.7793856,65/16 National Highway 1A - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",9,2,16.2,0,0,0,0,
200,61_48,Backward,61,48,10.8723503,106.7798379,10.8817308,106.7831044,65/16 National Highway 1A - Linh Xuan Ward,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,1452,259.5560852,20.139,0.25326,253260,1192.067027,84.11029469,49_60
201,61_47,Backward,61,47,10.8723503,106.7798379,10.8797271,106.7873868,65/16 National Highway 1A - Linh Xuan Ward,Institute for Environment and Resources - Main Axis Road No. 7,1502,142.0144452,38.075,0.60921,609210,634.7196888,224.6217009,46_60
202,62_63,U-turn,62,63,10.8758721,106.7777661,10.8756225,106.7780348,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,39,8,17.55,0,0,0,0,
203,62_59,Forward,62,59,10.8758721,106.7777661,10.8739947,106.7776395,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",254,44,20.78181818,0.01512,15120,141.5085196,35.14729898,
204,63_75,Forward,63,75,10.8756225,106.7780348,10.8799244,106.7741556,Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,887,269,11.87063197,0.05922,59220,866.0867959,47.93762248,
205,63_62,U-turn,63,62,10.8756225,106.7780348,10.8758721,106.7777661,Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,39,7,20.05714286,0,0,0,0,
206,64_65,U-turn,64,65,10.880685,106.795521,10.8809022,106.7955379,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,248,939,0.950798722,0,0,0,0,
207,64_42,Backward,64,42,10.880685,106.795521,10.883092,106.8,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,1666,1116,5.374193548,0.2079,207900,115.7132642,135.6111071,42_65
208,64_43,Backward,64,43,10.880685,106.795521,10.8850557,106.8000822,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,National Defense and Security Education Center,852,120.6656438,25.419,0.2079,207900,115.7132642,135.6111071,42_65
209,64_1,Backward,64,1,10.880685,106.795521,10.8771068,106.8028618,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"International University, VNU-HCM",1039,119.2957836,31.354,0.13797,137970,226.306524,53.34370497,3_65
210,64_4,Backward,64,4,10.880685,106.795521,10.8764075,106.8024855,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",1051,140,27.02571429,0.13797,137970,226.306524,53.34370497,3_65
211,64_19,Backward,64,19,10.880685,106.795521,10.874543,106.8001747,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,Student Cultural House - Creative Square - Linh Trung Ward,1139,169,24.26272189,0.27342,273420,876.9626653,197.5209297,18_65
212,64_18,Backward,64,18,10.880685,106.795521,10.8743785,106.7999792,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,Student Cultural House - Opposite Student Cultural House - Creative Square - Linh Trung Ward,1141,169,24.30532544,0.27342,273420,876.9626653,197.5209297,18_65
213,64_41,Backward,64,41,10.880685,106.795521,10.8873942,106.8047072,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,2167,307,25.41107492,0.19719,197190,28.93703557,187.3443588,45_42
214,64_13,Backward,64,13,10.880685,106.795521,10.8801103,106.807183,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1720,306,20.23529412,0.01701,17010,7.076282651,8.57165738,2_42
215,64_15,Backward,64,15,10.880685,106.795521,10.880791,106.810634,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",2327,353,23.73144476,0.05859,58590,25.32588211,23.98122962,14_42
216,65_64,U-turn,65,64,10.8809022,106.7955379,10.880685,106.795521,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,525,62.17105263,30.4,0,0,0,0,
217,65_46,Forward,65,46,10.8809022,106.7955379,10.8799484,106.7873966,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,903,89,36.5258427,0.22995,229950,174.5670029,125.6954754,
218,66_67,Forward,66,67,10.871398,106.77133,10.8724455,106.7681164,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,Nissan Company - Opposite Nissan Company (No. 559) - National Highway 1,370,98,13.59183673,0.04072,40720,339.8161629,38.44853502,
219,67_68,Forward,67,68,10.8724455,106.7681164,10.8743998,106.7656461,Nissan Company - Opposite Nissan Company (No. 559) - National Highway 1,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,443,63,25.31428571,0.07138,71380,766.2630827,71.20111162,
220,67_87,U-turn,67,87,10.8724455,106.7681164,10.8713557,106.7702832,Nissan Company - Opposite Nissan Company (No. 559) - National Highway 1,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,420,125,12.096,0,0,0,0,
221,68_77,Forward,68,77,10.8743998,106.7656461,10.8791889,106.7746405,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,1703,472,12.98898305,0.09576,95760,1636.292988,32.11657936,
222,68_69,Forward,68,69,10.8743998,106.7656461,10.877382,106.766628,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,346,55,22.64727273,0.05838,58380,727.6915337,49.3263619,
223,68_58,Backward,68,58,10.8743998,106.7656461,10.87373,106.7777662,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",1803,246.8641844,26.293,0.13381,133810,1715.133991,42.93304547,57_69
224,68_61,Backward,68,61,10.8743998,106.7656461,10.8723503,106.7798379,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,65/16 National Highway 1A - Linh Xuan Ward,2254,403.8823354,20.091,0.13381,133810,1715.133991,42.93304547,57_69
225,68_66,Forward,68,66,10.8743998,106.7656461,10.871398,106.77133,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2033,372,19.67419355,0.07119,71190,878.2593561,50.01331027,
226,68_89,Backward,68,89,10.8743998,106.7656461,10.8692389,106.7767495,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",348,54.10728168,23.154,0.04072,40720,339.8161629,38.44853502,66_67
227,69_70,Forward,69,70,10.877382,106.766628,10.88015,106.768066,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,361,113,11.50088496,0.06126,61260,637.0427295,61.96601355,
228,69_77,Forward,69,77,10.877382,106.766628,10.8791889,106.7746405,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,1269,443,10.31241535,0.08694,86940,1398.748254,33.0784833,
229,69_74,Forward,69,74,10.877382,106.766628,10.881822,106.7711123,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,1239,313,14.25047923,0.04536,45360,573.6747698,28.99847639,
230,70_71,Forward,70,71,10.88015,106.768066,10.881807,106.769487,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,Road No. 8 - No. 202-204 National Highway 1K - Linh Xuan Ward,240,58,14.89655172,0.03769,37690,345.4598013,46.61059018,
231,71_76,Forward,71,76,10.881807,106.769487,10.8808971,106.7726397,Road No. 8 - No. 202-204 National Highway 1K - Linh Xuan Ward,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,422,67.76999599,22.417,0.02835,28350,331.0605828,57.11239077,
232,71_72,Forward,71,72,10.881807,106.769487,10.885452,106.772568,Road No. 8 - No. 202-204 National Highway 1K - Linh Xuan Ward,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,526,69,27.44347826,0.07307,73070,480.9186284,45.10998503,
233,72_73,Forward,72,73,10.885452,106.772568,10.8869185,106.7744084,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,Big C - 280A National Highway 1K - Linh Xuan Ward,260,29,32.27586207,0.04344,43440,147.0119606,50.57040677,
234,73_47,Backward,73,47,10.8869185,106.7744084,10.8797271,106.7873868,Big C - 280A National Highway 1K - Linh Xuan Ward,Institute for Environment and Resources - Main Axis Road No. 7,2206,426,18.64225352,0.08757,87570,737.8899757,162.8737217,48_50
235,73_50,Forward,73,50,10.8869185,106.7744084,10.8831622,106.779234,Big C - 280A National Highway 1K - Linh Xuan Ward,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,3069,599.349029,18.434,0.36214,362140,2748.6866,269.6656477,
236,73_60,Forward,73,60,10.8869185,106.7744084,10.8726381,106.7793856,Big C - 280A National Highway 1K - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",3653,635.0282486,20.709,0.32634,326340,3169.078256,78.68353691,
237,74_83,Backward,74,83,10.881822,106.7711123,10.8819201,106.7692671,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,238,71,12.06760563,0.02835,28350,331.0605828,57.11239077,71_76
238,74_72,Forward,74,72,10.881822,106.7711123,10.885452,106.772568,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,595,102,21,0.06363,63630,546.758662,67.26894039,
239,75_74,Forward,75,74,10.8799244,106.7741556,10.881822,106.7711123,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,393,53.09216452,26.648,0.05859,58590,756.9650353,72.889085,
240,75_70,Forward,75,70,10.8799244,106.7741556,10.88015,106.768066,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,1206,348,12.47586207,0.05103,51030,733.594026,31.61587219,
241,75_66,Forward,75,66,10.8799244,106.7741556,10.871398,106.77133,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2151,468,16.54615385,0.09828,98280,1379.694498,47.6885184,
242,76_77,Backward,76,77,10.8808971,106.7726397,10.8791889,106.7746405,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,293,28.30841899,37.261,0.05859,58590,756.9650353,72.889085,75_74
243,76_70,Forward,76,70,10.8808971,106.7726397,10.88015,106.768066,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,1201,343,12.60524781,0.02331,23310,306.9534606,16.44215589,
244,76_66,Forward,76,66,10.8808971,106.7726397,10.871398,106.77133,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2145,463,16.67818575,0.07308,73080,1016.013103,26.34684325,
245,76_89,Backward,76,89,10.8808971,106.7726397,10.8692389,106.7767495,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",1460,288,18.25,0.09828,98280,1379.694498,47.6885184,75_66
246,77_62,Forward,77,62,10.8791889,106.7746405,10.8758721,106.7777661,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,562,121,16.72066116,0.06426,64260,907.7689439,67.89409898,
247,78_79,U-turn,78,79,10.889413,106.8052248,10.8892959,106.8055626,300 VNU-HCM Ring Road - Quarter,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,24,3,28.8,0,0,0,0,
248,78_40,Backward,78,40,10.889413,106.8052248,10.8876326,106.8046342,300 VNU-HCM Ring Road - Quarter,Ho Da Park - Dong Hoa,241,44,19.71818182,0.0189,18900,0.37644239,35.37827342,41_79
249,78_15,Backward,78,15,10.889413,106.8052248,10.880791,106.810634,300 VNU-HCM Ring Road - Quarter,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1459,163,32.22331288,0.06673,66730,40.51092099,16.95037036,16_79
250,78_35,Forward,78,35,10.889413,106.8052248,10.8809737,106.8142454,300 VNU-HCM Ring Road - Quarter,Opposite New Eastern Bus Station,1490,186.1465852,28.816,0.27656,276560,91.97653865,72.87753476,
251,79_78,U-turn,79,78,10.8892959,106.8055626,10.889413,106.8052248,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,300 VNU-HCM Ring Road - Quarter,24,2,43.2,0,0,0,0,
252,79_37,Backward,79,37,10.8892959,106.8055626,10.891579,106.80068,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,654,83,28.36626506,0.11568,115680,3.054087397,82.68355102,36_78
253,80_81,Forward,80,81,10.8656824,106.8016079,10.8735531,106.8094979,Suoi Tien - Suoi Tien (120 Hanoi Highway) - Left Frontage Road of Hanoi Highway - Tan Phu Ward,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,1237,178,25.01797753,0.32558,325580,525.4538736,98.23280273,
254,81_8,Forward,81,8,10.8735531,106.8094979,10.8743141,106.807054,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,528,122,15.58032787,0.0126,12600,40.89361782,17.30963911,
255,81_33,Backward,81,33,10.8735531,106.8094979,10.8713888,106.8066598,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,People's Security University - Tien Thanh Factory - National Highway 1,646,119,19.54285714,0.02757,27570,80.60280478,70.6239915,33_81
256,82_83,Backward,82,83,10.885494,106.772271,10.8819201,106.7692671,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,514,63,29.37142857,0.07307,73070,480.9186284,45.10998503,71_72
257,82_76,Backward,82,76,10.885494,106.772271,10.8808971,106.7726397,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,794,109.3454726,26.141,0.06363,63630,546.758662,67.26894039,74_72
258,83_84,Backward,83,84,10.8819201,106.7692671,10.880158,106.767744,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,Linh Xuan Cao Dai Temple - National Highway 1K,256,55,16.75636364,0.03769,37690,345.4598013,46.61059018,70_71
259,84_85,Backward,84,85,10.880158,106.767744,10.8775305,106.7664046,Linh Xuan Cao Dai Temple - National Highway 1K,Linh Xuan Market - National Highway 1K - Linh Xuan Ward,334,45,26.72,0.06126,61260,637.0427295,61.96601355,69_70
260,85_86,Backward,85,86,10.8775305,106.7664046,10.8742961,106.7653083,Linh Xuan Market - National Highway 1K - Linh Xuan Ward,Linh Xuan Overpass - No. 13-15 National Highway 1K,391,63,22.34285714,0.05838,58380,727.6915337,49.3263619,68_69
261,86_87,Backward,86,87,10.8742961,106.7653083,10.8713557,106.7702832,Linh Xuan Overpass - No. 13-15 National Highway 1K,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,746,72.27320434,37.159,0.07119,71190,878.2593561,50.01331027,68_66
262,87_88,Backward,87,88,10.8713557,106.7702832,10.8704781,106.7730323,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,316,81,14.04444444,0.06345,63450,241.4778166,38.54213978,57_66
263,88_58,Backward,88,58,10.8704781,106.7730323,10.87373,106.7777662,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",974,94.46884177,37.117,0.06111,61110,334.7210859,23.67039738,60_66
264,88_61,Backward,88,61,10.8704781,106.7730323,10.8723503,106.7798379,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,65/16 National Highway 1A - Linh Xuan Ward,1173,163.6363636,25.806,0.03654,36540,173.5739535,24.01328885,57_58
265,88_89,Backward,88,89,10.8704781,106.7730323,10.8692389,106.7767495,City Cemetery - City Cemetery Gate - National Highway 1 - Linh Trung Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",429,94,16.42978723,0.06345,63450,241.4778166,38.54213978,57_66
266,89_90,Backward,89,90,10.8692389,106.7767495,10.8670444,106.787312,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,1202,202,21.42178218,0.07494,74940,174.3431431,43.99933492,52_53
267,90_54,Backward,90,54,10.8670444,106.787312,10.867911,106.7878803,Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,Nong Lam University,191,55,12.50181818,0.00189,1890,8.868465888,6.988685904,54_55
268,90_91,Backward,90,91,10.8670444,106.787312,10.8668594,106.7902717,Nong Lam University - Utility Pole SI 2 - National Highway 1 - Linh Trung Ward,Nong Lam University - No. 1026/2 (1030) - National Highway 1 - Linh Trung Ward,339,96,12.7125,0.03259,32590,155.618046,27.58934169,29_55
269,91_92,Backward,91,92,10.8668594,106.7902717,10.8634172,106.7973919,Nong Lam University - No. 1026/2 (1030) - National Highway 1 - Linh Trung Ward,Tram 2 Overpass - Kim Loi Gold Shop - National Highway 1,1552,175,31.92685714,0.05031,50310,87.09078311,145.0043384,28_30
270,92_80,Backward,92,80,10.8634172,106.7973919,10.8656824,106.8016079,Tram 2 Overpass - Kim Loi Gold Shop - National Highway 1,Suoi Tien - Suoi Tien (120 Hanoi Highway) - Left Frontage Road of Hanoi Highway - Tan Phu Ward,532,50,38.304,0.39098,390980,704.4711025,136.0788251,31_30
