original_index,link_name,link_type,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon,from_station_name,to_station_name,gis_route_distance_m,gis_route_distance_km,average_travel_time_s,average_travel_time_min,average_speed_kmh,assigned_grid_count,assigned_grid_area_km2,assigned_grid_area_m2,Popij,assigned_grid_population_total,Sij_m,Sij_km,forward_source_link_name,assignment_source_original_index
160,46_38,Backward,46,38,10.8799484,106.7873966,10.8938184,106.7920074,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,Bcons Plaza,1983,1.983,366,6.1,19.50491803,240,0.602316992,602316.9922,1903.206843,1903.206843,94.10669646,0.094106696,39_47,133
161,47_64,Forward,47,64,10.8797271,106.7873868,10.880685,106.795521,Institute for Environment and Resources - Main Axis Road No. 7,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,899,0.899,92,1.533333333,35.17826087,169,0.424131578,424131.5783,773.7302302,773.7302302,319.1533849,0.319153385,,
162,48_49,U-turn,48,49,10.8817308,106.7831044,10.8816676,106.7823447,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,1581,1.581,323,5.383333333,17.62105263,0,0,0,0,0,0,0,,
163,48_47,Backward,48,47,10.8817308,106.7831044,10.8797271,106.7873868,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Institute for Environment and Resources - Main Axis Road No. 7,664,0.664,125,2.083333333,19.1232,24,0.060232057,60232.05689,218.7029131,218.7029131,67.3815436,0.067381544,46_48,157
164,48_50,Forward,48,50,10.8817308,106.7831044,10.8831622,106.779234,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,632,0.632,101.0750777,1.684584629,22.51,35,0.087838818,87838.8183,762.3939245,762.3939245,160.941147,0.160941147,,
165,48_82,Forward,48,82,10.8817308,106.7831044,10.885494,106.772271,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,2856,2.856,269.497523,4.491625383,38.151,16,0.040155098,40155.09783,256.1219017,256.1219017,22.10431989,0.02210432,,
166,48_38,Backward,48,38,10.8817308,106.7831044,10.8938184,106.7920074,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Bcons Plaza,2227,2.227,480,8,16.7025,15,0.037644928,37644.9275,293.1896355,293.1896355,7.33132784,0.007331328,39_49,131
167,49_47,Backward,49,47,10.8816676,106.7823447,10.8797271,106.7873868,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Institute for Environment and Resources - Main Axis Road No. 7,628,0.628,94,1.566666667,24.05106383,24,0.060232057,60232.05689,218.7029131,218.7029131,67.3815436,0.067381544,46_48,157
168,49_60,Forward,49,60,10.8816676,106.7823447,10.8726381,106.7793856,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",1290,1.29,272,4.533333333,17.07352941,107,0.268535971,268535.9712,1209.111275,1209.111275,88.83391719,0.088833917,,
169,49_82,Forward,49,82,10.8816676,106.7823447,10.885494,106.772271,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,2855,2.855,309.2615996,5.154359993,33.234,61,0.15309104,153091.04,1137.094029,1137.094029,87.95192424,0.087951924,,
170,49_38,Forward,49,38,10.8816676,106.7823447,10.8938184,106.7920074,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Bcons Plaza,2441,2.441,448,7.466666667,19.61517857,260,0.61444261,614442.6099,5545.800929,5545.800929,232.9813094,0.232981309,,
171,50_51,U-turn,50,51,10.8831622,106.779234,10.8835068,106.778599,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,VNU-HCM Area B Dormitory - Opposite Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,77,0.077,25,0.416666667,11.088,0,0,0,0,0,0,0,,
172,51_50,U-turn,51,50,10.8835068,106.778599,10.8831622,106.779234,VNU-HCM Area B Dormitory - Opposite Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,77,0.077,23,0.383333333,12.05217391,0,0,0,0,0,0,0,,
173,51_49,Backward,51,49,10.8835068,106.778599,10.8816676,106.7823447,VNU-HCM Area B Dormitory - Opposite Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,590,0.59,98.89649392,1.648274899,21.477,40,0.094552597,94552.59734,334.6146306,334.6146306,44.91549621,0.044915496,46_82,159
174,52_53,Forward,52,53,10.8678354,106.7821956,10.869224,106.7779536,Samsung Electronics Company - No. 34/38 (Next to No. 59/6) - National Highway 1,"University of Economics and Law, VNU-HCM - National Highway 1 - Linh Xuan Ward",489,0.489,121,2.016666667,14.54876033,37,0.075346041,75346.04119,177.1307762,177.1307762,41.6903593,0.041690359,,
175,52_58,Forward,52,58,10.8678354,106.7821956,10.87373,106.7777662,Samsung Electronics Company - No. 34/38 (Next to No. 59/6) - National Highway 1,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",1221,1.221,277,4.616666667,15.86859206,68,0.170658394,170658.3937,408.1746818,408.1746818,103.5090813,0.103509081,,
176,53_57,Forward,53,57,10.869224,106.7779536,10.8699376,106.7757943,"University of Economics and Law, VNU-HCM - National Highway 1 - Linh Xuan Ward",Linh Xuan Logistics Center - National Highway 1 - Linh Xuan Ward,249,0.249,115,1.916666667,7.794782609,18,0.039547128,39547.12808,95.59681332,95.59681332,44.91945041,0.04491945,,
177,54_56,U-turn,54,56,10.867911,106.7878803,10.8682438,106.7876705,Nong Lam University,Nong Lam University - Nong Lam University Bus Terminal - National Highway 1,107,0.107,76,1.266666667,5.068421053,0,0,0,0,0,0,0,,
178,54_55,Forward,54,55,10.867911,106.7878803,10.8673619,106.7872195,Nong Lam University,Nong Lam University - Next to No. 21 National Highway 1,125,0.125,75,1.25,6,1,0.002509666,2509.666257,12.42387482,12.42387482,0.276760956,0.000276761,,
179,55_52,Forward,55,52,10.8673619,106.7872195,10.8678354,106.7821956,Nong Lam University - Next to No. 21 National Highway 1,Samsung Electronics Company - No. 34/38 (Next to No. 59/6) - National Highway 1,554,0.554,116,1.933333333,17.19310345,80,0.184661708,184661.7078,582.3295801,582.3295801,143.3598465,0.143359847,,
180,56_55,Forward,56,55,10.8682438,106.7876705,10.8673619,106.7872195,Nong Lam University - Nong Lam University Bus Terminal - National Highway 1,Nong Lam University - Next to No. 21 National Highway 1,168,0.168,26.33916906,0.438986151,22.962,82,0.205792551,205792.5508,898.5060406,898.5060406,328.4065259,0.328406526,,
181,56_54,U-turn,56,54,10.8682438,106.7876705,10.867911,106.7878803,Nong Lam University - Nong Lam University Bus Terminal - National Highway 1,Nong Lam University,107,0.107,53,0.883333333,7.267924528,0,0,0,0,0,0,0,,
182,56_91,Forward,56,91,10.8682438,106.7876705,10.8668594,106.7902717,Nong Lam University - Nong Lam University Bus Terminal - National Highway 1,Nong Lam University - No. 1026/2 (1030) - National Highway 1 - Linh Trung Ward,400,0.4,45.33862284,0.755643714,31.761,34,0.081604452,81604.45197,447.5347143,447.5347143,233.2429903,0.23324299,,
183,57_66,Forward,57,66,10.8699376,106.7757943,10.871398,106.77133,Linh Xuan Logistics Center - National Highway 1 - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,514,0.514,121,2.016666667,15.29256198,30,0.057990092,57990.09169,215.0270024,215.0270024,40.11333166,0.040113332,,
184,57_58,Forward,57,58,10.8699376,106.7757943,10.87373,106.7777662,Linh Xuan Logistics Center - National Highway 1 - Linh Xuan Ward,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",567,0.567,105,1.75,19.44,16,0.040155109,40155.10934,186.5846439,186.5846439,27.70161238,0.027701612,,
185,57_61,Forward,57,61,10.8699376,106.7757943,10.8723503,106.7798379,Linh Xuan Logistics Center - National Highway 1 - Linh Xuan Ward,65/16 National Highway 1A - Linh Xuan Ward,740,0.74,107.8498846,1.797498077,24.701,29,0.07278096,72780.95997,212.8557742,212.8557742,50.21072592,0.050210726,,
186,57_69,Forward,57,69,10.8699376,106.7757943,10.877382,106.766628,Linh Xuan Logistics Center - National Highway 1 - Linh Xuan Ward,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,1439,1.439,268,4.466666667,19.32985075,53,0.132289777,132289.7772,1710.332135,1710.332135,43.98012202,0.043980122,,
187,58_63,Forward,58,63,10.87373,106.7777662,10.8756225,106.7780348,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,232,0.232,39,0.65,21.41538462,4,0.010038761,10038.76056,76.01208026,76.01208026,13.36472833,0.013364728,,
188,58_59,U-turn,58,59,10.87373,106.7777662,10.8739947,106.7776395,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward","University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",16,0.016,2,0.033333333,28.8,0,0,0,0,0,0,0,,
189,58_61,Forward,58,61,10.87373,106.7777662,10.8723503,106.7798379,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",65/16 National Highway 1A - Linh Xuan Ward,424,0.424,82,1.366666667,18.61463415,2,0.00501938,5019.379664,31.73199784,31.73199784,6.78293415,0.006782934,,
190,59_58,U-turn,59,58,10.8739947,106.7776395,10.87373,106.7777662,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward","University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",16,0.016,2,0.033333333,28.8,0,0,0,0,0,0,0,,
191,59_66,Forward,59,66,10.8739947,106.7776395,10.871398,106.77133,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,955,0.955,163,2.716666667,21.09202454,28,0.070271579,70271.57911,564.415343,564.415343,45.54656692,0.045546567,,
192,59_60,Forward,59,60,10.8739947,106.7776395,10.8726381,106.7793856,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward","University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",398,0.398,78,1.3,18.36923077,0,0,0,0,0,0,0,,
193,59_61,Forward,59,61,10.8739947,106.7776395,10.8723503,106.7798379,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",65/16 National Highway 1A - Linh Xuan Ward,408,0.408,80,1.333333333,18.36,2,0.005019377,5019.377251,29.64063753,29.64063753,16.74440357,0.016744404,,
194,59_69,Forward,59,69,10.8739947,106.7776395,10.877382,106.766628,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,1868,1.868,324.1023664,5.401706106,20.749,67,0.168150083,168150.0833,2291.831783,2291.831783,47.72532674,0.047725327,,
195,60_58,Backward,60,58,10.8726381,106.7793856,10.87373,106.7777662,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward","University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",414,0.414,85,1.416666667,17.53411765,0,0,0,0,0,0,0,59_60,192
196,60_66,Forward,60,66,10.8726381,106.7793856,10.871398,106.77133,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,1205,1.205,211.8577847,3.530963079,20.476,27,0.06776183,67761.82952,367.6905095,367.6905095,25.14966475,0.025149665,,
197,60_59,Backward,60,59,10.8726381,106.7793856,10.8739947,106.7776395,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward","University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",398,0.398,83,1.383333333,17.2626506,0,0,0,0,0,0,0,59_60,192
198,60_63,Forward,60,63,10.8726381,106.7793856,10.8756225,106.7780348,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,359,0.359,68,1.133333333,19.00588235,3,0.007529066,7529.066038,47.0315683,47.0315683,10.16833095,0.010168331,,
199,61_60,U-turn,61,60,10.8723503,106.7798379,10.8726381,106.7793856,65/16 National Highway 1A - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",9,0.009,2,0.033333333,16.2,0,0,0,0,0,0,0,,
200,61_48,Backward,61,48,10.8723503,106.7798379,10.8817308,106.7831044,65/16 National Highway 1A - Linh Xuan Ward,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,1452,1.452,259.5560852,4.325934753,20.139,107,0.268535971,268535.9712,1209.111275,1209.111275,88.83391719,0.088833917,49_60,168
201,61_47,Backward,61,47,10.8723503,106.7798379,10.8797271,106.7873868,65/16 National Highway 1A - Linh Xuan Ward,Institute for Environment and Resources - Main Axis Road No. 7,1502,1.502,142.0144452,2.36690742,38.075,241,0.604830937,604830.937,636.4461574,636.4461574,239.9030542,0.239903054,46_60,158
202,62_63,U-turn,62,63,10.8758721,106.7777661,10.8756225,106.7780348,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,39,0.039,8,0.133333333,17.55,0,0,0,0,0,0,0,,
203,62_59,Forward,62,59,10.8758721,106.7777661,10.8739947,106.7776395,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,"University of Economics and Law, VNU-HCM (Gate 2) - Next to No. 47 Tran Dai Nghia Street - Linh Xuan Ward",254,0.254,44,0.733333333,20.78181818,6,0.015058152,15058.15242,140.9443165,140.9443165,50.41300262,0.050413003,,
204,63_75,Forward,63,75,10.8756225,106.7780348,10.8799244,106.7741556,Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,Dao Son Tay High School - No. 51-53 Road No. 8 - Linh Xuan Ward,887,0.887,269,4.483333333,11.87063197,26,0.065252075,65252.07459,934.2217479,934.2217479,45.69599998,0.045696,,
205,63_62,U-turn,63,62,10.8756225,106.7780348,10.8758721,106.7777661,Bong Dau 2 Cemetery - No. 193 Road No. 8 - Linh Xuan Ward,Bong Dau 2 Cemetery - No. 234-236 Road No. 8 - Linh Xuan Ward,39,0.039,7,0.116666667,20.05714286,0,0,0,0,0,0,0,,
206,64_65,U-turn,64,65,10.880685,106.795521,10.8809022,106.7955379,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,248,0.248,939,15.65,0.950798722,0,0,0,0,0,0,0,,
207,64_42,Backward,64,42,10.880685,106.795521,10.883092,106.8,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,1666,1.666,1116,18.6,5.374193548,82,0.205790343,205790.3428,108.6809633,108.6809633,130.6167587,0.130616759,42_65,144
208,64_43,Backward,64,43,10.880685,106.795521,10.8850557,106.8000822,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,National Defense and Security Education Center,852,0.852,120.6656438,2.011094063,25.419,82,0.205790343,205790.3428,108.6809633,108.6809633,130.6167587,0.130616759,42_65,144
209,64_1,Backward,64,1,10.880685,106.795521,10.8771068,106.8028618,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"International University, VNU-HCM",1039,1.039,119.2957836,1.988263061,31.354,56,0.140539487,140539.4869,210.9821086,210.9821086,50.18594601,0.050185946,3_65,15
210,64_4,Backward,64,4,10.880685,106.795521,10.8764075,106.8024855,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",1051,1.051,140,2.333333333,27.02571429,56,0.140539487,140539.4869,210.9821086,210.9821086,50.18594601,0.050185946,3_65,15
211,64_19,Backward,64,19,10.880685,106.795521,10.874543,106.8001747,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,Student Cultural House - Creative Square - Linh Trung Ward,1139,1.139,169,2.816666667,24.26272189,111,0.278570177,278570.1765,955.5466115,955.5466115,200.3156087,0.200315609,18_65,70
212,64_18,Backward,64,18,10.880685,106.795521,10.8743785,106.7999792,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,Student Cultural House - Opposite Student Cultural House - Creative Square - Linh Trung Ward,1141,1.141,169,2.816666667,24.30532544,111,0.278570177,278570.1765,955.5466115,955.5466115,200.3156087,0.200315609,18_65,70
213,64_41,Backward,64,41,10.880685,106.795521,10.8873942,106.8047072,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,2167,2.167,307,5.116666667,25.41107492,77,0.193241884,193241.8836,27.82766251,27.82766251,179.8759126,0.179875913,45_42,150
214,64_13,Backward,64,13,10.880685,106.795521,10.8801103,106.807183,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1720,1.72,306,5.1,20.23529412,5,0.012548134,12548.1344,5.392058584,5.392058584,6.358827748,0.006358828,2_42,6
215,64_15,Backward,64,15,10.880685,106.795521,10.880791,106.810634,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",2327,2.327,353,5.883333333,23.73144476,20,0.050192393,50192.3926,25.22789856,25.22789856,24.56602077,0.024566021,14_42,55
216,65_64,U-turn,65,64,10.8809022,106.7955379,10.880685,106.795521,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,525,0.525,62.17105263,1.036184211,30.4,0,0,0,0,0,0,0,,
217,65_46,Forward,65,46,10.8809022,106.7955379,10.8799484,106.7873966,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,903,0.903,89,1.483333333,36.5258427,92,0.230887868,230887.8683,176.9769426,176.9769426,124.6044397,0.12460444,,
218,66_67,Forward,66,67,10.871398,106.77133,10.8724455,106.7681164,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,Nissan Company - Opposite Nissan Company (No. 559) - National Highway 1,370,0.37,98,1.633333333,13.59183673,21,0.041356023,41356.02316,331.6920104,331.6920104,37.01575109,0.037015751,,
219,67_68,Forward,67,68,10.8724455,106.7681164,10.8743998,106.7656461,Nissan Company - Opposite Nissan Company (No. 559) - National Highway 1,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,443,0.443,63,1.05,25.31428571,35,0.069914685,69914.68473,768.2971789,768.2971789,72.85216285,0.072852163,,
220,67_87,U-turn,67,87,10.8724455,106.7681164,10.8713557,106.7702832,Nissan Company - Opposite Nissan Company (No. 559) - National Highway 1,Vietcombank - Vietcombank Branch - National Highway 1 - Linh Trung Ward,420,0.42,125,2.083333333,12.096,0,0,0,0,0,0,0,,
221,68_77,Forward,68,77,10.8743998,106.7656461,10.8791889,106.7746405,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,1703,1.703,472,7.866666667,12.98898305,39,0.097878763,97878.76279,1704.938126,1704.938126,32.04357129,0.032043571,,
222,68_69,Forward,68,69,10.8743998,106.7656461,10.877382,106.766628,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,346,0.346,55,0.916666667,22.64727273,27,0.0585298,58529.79994,767.4134288,767.4134288,44.89655255,0.044896553,,
223,68_58,Backward,68,58,10.8743998,106.7656461,10.87373,106.7777662,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",1803,1.803,246.8641844,4.114403073,26.293,53,0.132289777,132289.7772,1710.332135,1710.332135,43.98012202,0.043980122,57_69,186
224,68_61,Backward,68,61,10.8743998,106.7656461,10.8723503,106.7798379,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,65/16 National Highway 1A - Linh Xuan Ward,2254,2.254,403.8823354,6.731372256,20.091,53,0.132289777,132289.7772,1710.332135,1710.332135,43.98012202,0.043980122,57_69,186
225,68_66,Forward,68,66,10.8743998,106.7656461,10.871398,106.77133,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,City Cemetery - Utility Pole NG/1 - National Highway 1 - Linh Xuan Ward,2033,2.033,372,6.2,19.67419355,28,0.070272024,70272.02406,883.6139628,883.6139628,48.27924453,0.048279245,,
226,68_89,Backward,68,89,10.8743998,106.7656461,10.8692389,106.7767495,Linh Xuan Overpass - No. 4 National Highway 1K - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite No. 665 Co.opXtra - National Highway 1 - Linh Trung Ward",348,0.348,54.10728168,0.901788028,23.154,21,0.041356023,41356.02316,331.6920104,331.6920104,37.01575109,0.037015751,66_67,218
227,69_70,Forward,69,70,10.877382,106.766628,10.88015,106.768066,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,361,0.361,113,1.883333333,11.50088496,30,0.062922964,62922.96442,682.3769085,682.3769085,60.22159768,0.060221598,,
228,69_77,Forward,69,77,10.877382,106.766628,10.8791889,106.7746405,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,Dao Son Tay High School - No. 116-118 Road No. 8 - Linh Xuan Ward,1269,1.269,443,7.383333333,10.31241535,33,0.082820405,82820.40459,1352.502098,1352.502098,34.16853205,0.034168532,,
229,69_74,Forward,69,74,10.877382,106.766628,10.881822,106.7711123,Linh Xuan Market - No. 74-76 National Highway 1K - Linh Xuan Ward,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,1239,1.239,313,5.216666667,14.25047923,18,0.045174833,45174.8334,584.307334,584.307334,25.66628517,0.025666285,,
230,70_71,Forward,70,71,10.88015,106.768066,10.881807,106.769487,Linh Xuan Cao Dai Temple - No. 160 National Highway 1K - Linh Xuan Ward,Road No. 8 - No. 202-204 National Highway 1K - Linh Xuan Ward,240,0.24,58,0.966666667,14.89655172,17,0.037544389,37544.38859,359.857602,359.857602,45.01469889,0.045014699,,
231,71_76,Forward,71,76,10.881807,106.769487,10.8808971,106.7726397,Road No. 8 - No. 202-204 National Highway 1K - Linh Xuan Ward,Linh Xuan Football Field - No. 62 Road No. 8 - Linh Xuan Ward,422,0.422,67.76999599,1.129499933,22.417,7,0.017567941,17567.94095,202.6903669,202.6903669,60.70894268,0.060708943,,
232,71_72,Forward,71,72,10.881807,106.769487,10.885452,106.772568,Road No. 8 - No. 202-204 National Highway 1K - Linh Xuan Ward,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,526,0.526,69,1.15,27.44347826,35,0.069618186,69618.18565,477.5662082,477.5662082,44.91679328,0.044916793,,
233,72_73,Forward,72,73,10.885452,106.772568,10.8869185,106.7744084,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,Big C - 280A National Highway 1K - Linh Xuan Ward,260,0.26,29,0.483333333,32.27586207,23,0.042865428,42865.42767,152.4094005,152.4094005,51.49273881,0.051492739,,
234,73_47,Backward,73,47,10.8869185,106.7744084,10.8797271,106.7873868,Big C - 280A National Highway 1K - Linh Xuan Ward,Institute for Environment and Resources - Main Axis Road No. 7,2206,2.206,426,7.1,18.64225352,35,0.087838818,87838.8183,762.3939245,762.3939245,160.941147,0.160941147,48_50,164
235,73_50,Forward,73,50,10.8869185,106.7744084,10.8831622,106.779234,Big C - 280A National Highway 1K - Linh Xuan Ward,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,3069,3.069,599.349029,9.989150483,18.434,151,0.359495653,359495.6532,2870.099437,2870.099437,270.3736921,0.270373692,,
236,73_60,Forward,73,60,10.8869185,106.7744084,10.8726381,106.7793856,Big C - 280A National Highway 1K - Linh Xuan Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",3653,3.653,635.0282486,10.58380414,20.709,121,0.303672724,303672.7242,2936.923221,2936.923221,77.16339066,0.077163391,,
237,74_83,Backward,74,83,10.881822,106.7711123,10.8819201,106.7692671,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,Road No. 8 - No. 167 National Highway 1K - Linh Xuan Ward,238,0.238,71,1.183333333,12.06760563,7,0.017567941,17567.94095,202.6903669,202.6903669,60.70894268,0.060708943,71_76,231
238,74_72,Forward,74,72,10.881822,106.7711123,10.885452,106.772568,National Highway 1K - Opposite No. 22 Road No. 8 - Linh Xuan Ward,Tu Quang Pagoda - National Highway 1K - Linh Xuan Ward,595,0.595,102,1.7,21,26,0.065252295,65252.29454,581.3082279,581.3082279,74.12652877,0.074126529,,
